clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
direccion de dependencia,Dirección de dependencias,Dirección de Dependencias; Dirección de dependencias,2,2,ARQ;ENG,2,ARQ-004;ENG-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-001,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dirección de dependencias,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
duplicacion transversal,Duplicación transversal,Duplicación transversal,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Duplicación transversal,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ecosistema,Ecosistema,Ecosistema,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Ecosistema,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ecosistema documental,Ecosistema documental,Ecosistema documental,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Ecosistema documental,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
el package,El Package,El Package,1,2,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,El Package,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
el packaging,El Packaging,El Packaging,1,1,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,El Packaging,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
el paquete,El paquete,El paquete,1,1,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,El paquete,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
el template engine,El Template Engine,El Template Engine,1,2,ARQ,1,ARQ-010,DEFINICION_EXPLICITA,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,El Template Engine,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
esta estructura,Esta estructura,Esta estructura,1,1,ARQ,1,ARQ-004,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Esta estructura,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
estrategia,Estrategias,Estrategias,1,1,ARQ,1,ARQ-012,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Estrategias,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
evolucion,Evolución,Evolución,1,4,ARQ;ENG,4,ARQ-004;ENG-000;ENG-002;ENG-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-000;ENG-002;ENG-004,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Evolución,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
filosofia,Filosofía,Filosofía,1,7,ARQ;ENG,7,ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-007;ENG-008,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-007;ENG-008,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Filosofía,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
flujo de generacion,Flujo de Generación,Flujo de Generación,1,1,ARQ,1,ARQ-010,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Flujo de Generación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
fnd-000,FND-000,FND-000,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,FND-000,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
fnd-001,FND-001,FND-001,1,2,FND,2,FND-001;FND-002,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001;FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,FND-001,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
fnd-002,FND-002,FND-002,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,FND-002,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
gobernanza,Gobernanza,Gobernanza,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Gobernanza,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
herramienta,Herramientas,Herramientas,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Herramientas,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
horizonte,Horizonte,Horizonte,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Horizonte,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
id,ID,ID; id,2,103,ARQ;ENG,96,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,ID,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
impacto esperado,Impacto esperado,Impacto esperado,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Impacto esperado,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
implementacion interna,Implementación interna,Implementación Interna; Implementación interna,2,2,ARQ;ENG,2,ARQ-004;ENG-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-002,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Implementación interna,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
indicador de exito,Indicadores de éxito,Indicadores de éxito,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Indicadores de éxito,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
instalacion,Instalación,Instalación,1,2,ARQ;ENG,2,ARQ-017;ENG-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,ENG-002,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Instalación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
instalacion y desinstalacion,Instalación y desinstalación,Instalación y desinstalación,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Instalación y desinstalación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
integridad,Integridad,Integridad,1,2,ARQ;ENG,2,ARQ-017;ENG-003,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,ENG-003,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Integridad,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
invariant arquitectonico,Invariantes Arquitectónicos,Invariantes Arquitectónicos; Invariantes arquitectónicos,2,6,ARQ,6,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Invariantes Arquitectónicos,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
inventory,Inventory,Inventory,1,1,ARQ,1,ARQ-004,CODIGO_INLINE,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Inventory,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
jerarquia,Jerarquía,Jerarquía,1,1,ARQ,1,ARQ-013,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Jerarquía,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la arquitectura del framework,La arquitectura del Framework,La arquitectura del Framework,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La arquitectura del Framework,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la carta del proyecto,La Carta del Proyecto,La Carta del Proyecto,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La Carta del Proyecto,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la configuration,La Configuration,La Configuration,1,3,ARQ,1,ARQ-013,DEFINICION_EXPLICITA,3,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,La Configuration,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la dependency injection,La Dependency Injection,La Dependency Injection,1,3,ARQ,1,ARQ-012,DEFINICION_EXPLICITA,3,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,La Dependency Injection,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la mision,La misión,La misión,1,1,FND,1,FND-002,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La misión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la mision de mef,La misión de MEF,La misión de MEF,1,1,FND,1,FND-002,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La misión de MEF,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la vision,La visión,La visión,1,1,FND,1,FND-002,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La visión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
la vision de mef,La visión de MEF,La visión de MEF,1,1,FND,1,FND-001,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,La visión de MEF,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
manifest,Manifest,Manifest,1,16,ARQ;ENG,7,ARQ-004;ARQ-017;ENG-002;ENG-003;ENG-005;ENG-011;ENG-020,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL;TERMINO_DESTACADO,5,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-017,ENG-002;ENG-003;ENG-005;ENG-011;ENG-020,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Manifest,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
mef,MEF,MEF; mef,2,4,ENG;FND,2,ENG-007;FND-000,CODIGO_INLINE;DEFINICION_EXPLICITA,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,ENG-007,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,MEF,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
mef modular enterprise framework,MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),1,102,ARQ;ENG;FND,102,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-002;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100;FND-000;FND-001;FND-002,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000;FND-001;FND-002,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-002;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,MEF (Modular Enterprise Framework),,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
mef no,MEF no,MEF no,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,MEF no,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
mision,Misión,Misión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Misión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
mision de mef,misión de MEF,misión de MEF,1,1,FND,1,FND-002,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,misión de MEF,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modelo arquitectonico,Modelo Arquitectónico,Modelo Arquitectónico,1,4,ARQ,4,ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011;ARQ-012;ARQ-013;ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modelo Arquitectónico,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modelo de generacion,Modelo de Generación,Modelo de Generación,1,1,ARQ,1,ARQ-010,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modelo de Generación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modul,Modules,/modules; Modules,2,5,ARQ;ENG,3,ARQ-004;ENG-001;ENG-006,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-001;ENG-006,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modules,/modules,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modul de dominio,Modules de dominio,Modules de dominio,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modules de dominio,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modul de integracion,Modules de integración,Modules de integración,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modules de integración,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
modul tecnico,Modules técnicos,Modules técnicos,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Modules técnicos,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
module,Module,Module,1,8,ARQ;ENG,5,ARQ-004;ENG-002;ENG-013;ENG-020;ENG-028,CODIGO_INLINE;ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-002;ENG-013;ENG-020;ENG-028,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Module,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
module monolitico,Module monolítico,Module monolítico,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Module monolítico,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
