mef_v3_id,termino_canonico,capa,fuente_id,archivo,linea,tipo_coincidencia,forma_encontrada,contexto
MEF-V3-DIC-0122,Module,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2019,CANONICO,Module,module.activate
MEF-V3-DIC-0122,Module,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2022,CANONICO,Module,deberá permitir identificar Module.
MEF-V3-DIC-0122,Module,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2219,CANONICO,Module,# 225. Module Manifest
MEF-V3-DIC-0122,Module,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2390,CANONICO,Module,module inventory
MEF-V3-DIC-0122,Module,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2754,CANONICO,Module,[ ] Module failures visible
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,83,CANONICO,Module,Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,189,CANONICO,Module,Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,297,CANONICO,Module,module count
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,651,CANONICO,Module,Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,689,CANONICO,Module,# 54. Module Count Scaling
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,694,CANONICO,Module,1 module
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,727,CANONICO,Module,for each module
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,728,CANONICO,Module,scan every module
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,1301,CANONICO,Module,per-module memory
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,1316,CANONICO,Module,# 119. Per-Module Cost
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,1318,CANONICO,Module,Deberá poder estimarse cuánto Memory añade un Module.
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,2014,CANONICO,Module,Module
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,3066,CANONICO,Module,module discovery
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,3070,CANONICO,Module,module activation
MEF-V3-DIC-0122,Module,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,3485,CANONICO,Module,Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,47,CANONICO,Module,- module-activation
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,200,CANONICO,Module,Module activation order
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,371,CANONICO,Module,Module Graph
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,402,CANONICO,Module,Module Manifests
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,436,CANONICO,Module,6. Module Discovery
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,447,CANONICO,Module,17. Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,538,CANONICO,Module,Manifest deberá cargarse antes de construir Module Graph.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,544,CANONICO,Module,Un Manifest inválido deberá impedir Activation del Module afectado.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,548,CANONICO,Module,# 41. Module Discovery
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,554,CANONICO,Module,# 42. Module Identity
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,556,CANONICO,Module,Cada Module deberá poseer identidad estable conforme Architecture Contracts.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,560,CANONICO,Module,# 43. Duplicate Module
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,566,CANONICO,Module,# 44. Module Metadata
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,582,CANONICO,Module,# 45. Module Graph
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,626,CANONICO,Module,No deberá impedir Activation salvo que Module Policy indique lo contrario.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1032,CANONICO,Module,module activation
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1096,CANONICO,Module,Module Activation Duration
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1186,CANONICO,Module,# 113. Module Lifecycle
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1206,CANONICO,Module,# 114. Module State Authority
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1254,CANONICO,Module,Un Module no deberá modificar directamente estado privado de otro Module.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1260,CANONICO,Module,Si un Required Module falla:
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1271,CANONICO,Module,# 121. Optional Module Failure
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1435,CANONICO,Module,# 141. Dynamic Module Loading
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1533,CANONICO,Module,Una Failure de Module debería contenerse cuando:
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1536,CANONICO,Module,module optional
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1556,CANONICO,Module,# 154. Module Failure Domain
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1558,CANONICO,Module,Un Module debería constituir Failure Domain cuando arquitectura lo permita.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,1866,CANONICO,Module,Optional Module podrá producir DEGRADED cuando Policy lo permita.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2038,CANONICO,Module,Failure de un Module durante Shutdown no deberá impedir automáticamente Cleanup de los demás.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2227,CANONICO,Module,Podrá mostrar Module Dependency Graph.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2285,CANONICO,Module,module graph
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2355,CANONICO,Module,MEF-RUN-004 Module discovery failed
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2356,CANONICO,Module,MEF-RUN-005 Duplicate module detected
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2357,CANONICO,Module,MEF-RUN-006 Module dependency missing
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2358,CANONICO,Module,MEF-RUN-007 Module dependency cycle detected
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2359,CANONICO,Module,MEF-RUN-008 Module graph invalid
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2366,CANONICO,Module,MEF-RUN-015 Module initialization failed
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2367,CANONICO,Module,MEF-RUN-016 Module activation failed
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2371,CANONICO,Module,MEF-RUN-020 Module deactivation failed
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2402,CANONICO,Module,Module dependency cycle detected.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2418,CANONICO,Module,Module activation failed.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2420,CANONICO,Module,Module:
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2817,CANONICO,Module,Module Discovery
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2847,CANONICO,Module,Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2935,CANONICO,Module,Module / Service
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3136,CANONICO,Module,# 300. Module Contract
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3267,CANONICO,Module,| EI-489 | Required Module Dependency ausente deberá impedir Activation del Module dependiente. |
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3269,CANONICO,Module,| EI-491 | Module Activation deberá respetar Dependency Graph. |
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3270,CANONICO,Module,| EI-492 | Module Deactivation deberá ejecutarse normalmente en orden inverso de Activation. |
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3362,CANONICO,Module,Cualquier Module modifica Registry durante ACTIVE.
MEF-V3-DIC-0122,Module,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,3366,CANONICO,Module,Un Module falla y quedan recursos activos sin Cleanup.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,3,CANONICO,Module,titulo: Module Engineering
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,40,CANONICO,Module,- module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,43,CANONICO,Module,- module-context
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,57,CANONICO,Module,# Module Engineering
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,67,CANONICO,Module,Definir la especificación de Ingeniería de un **Module** dentro de **MEF (Modular Enterprise Framework)**.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,72,CANONICO,Module,qué es un Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,92,CANONICO,Module,MODULE
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,112,CANONICO,Module,"> **Un Module es una unidad arquitectónica identificable, versionada y gobernada que encapsula una responsabilidad coherente, declara explícitamente sus dependencias y capacidades, publica únicamente Contracts autorizados y participa en Runtime mediante un Lifecycle definido.**"
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,117,CANONICO,Module,Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,141,CANONICO,Module,# 3. Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,143,CANONICO,Module,Un Module representa una frontera arquitectónica.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,159,CANONICO,Module,# 4. Module ≠ Package
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,164,CANONICO,Module,Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,184,CANONICO,Module,# 6. Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,186,CANONICO,Module,Un Module es principalmente una unidad de:
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,198,CANONICO,Module,# 7. Package-to-Module Relationship
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,204,CANONICO,Module,└── Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,211,CANONICO,Module,├── Module A
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,212,CANONICO,Module,├── Module B
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,218,CANONICO,Module,# 8. Module Does Not Require Dedicated Package
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,220,CANONICO,Module,Un Module podrá existir dentro de un Package compartido cuando Architecture lo permita.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,224,CANONICO,Module,# 9. Module Identity
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,226,CANONICO,Module,Todo Module deberá poseer identidad canónica estable.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,244,CANONICO,Module,# 10. Module ID vs Version
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,260,CANONICO,Module,Una nueva versión compatible del mismo Module deberá conservar ID.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,264,CANONICO,Module,# 12. New Module Identity
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,270,CANONICO,Module,# 13. Module Name
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,276,CANONICO,Module,# 14. Module Version
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,282,CANONICO,Module,# 15. Module Compatibility
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,287,CANONICO,Module,Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,296,CANONICO,Module,# 16. Module Owner
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,298,CANONICO,Module,Todo Module deberá tener Ownership arquitectónico identificable.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,318,CANONICO,Module,# 18. Module Boundary
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,320,CANONICO,Module,Un Module deberá encapsular:
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,356,CANONICO,Module,# 21. Module Internals
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,374,CANONICO,Module,# 22. No Cross-Module Internal Access
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,376,CANONICO,Module,Un Module no deberá depender directamente de clases internas de otro Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,380,CANONICO,Module,# 23. Valid Cross-Module Interaction
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,419,CANONICO,Module,# 25. Module Responsibility
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,421,CANONICO,Module,Cada Module debería poseer responsabilidad suficientemente cohesionada.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,425,CANONICO,Module,# 26. God Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,443,CANONICO,Module,# 27. Micro-Module Explosion
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,445,CANONICO,Module,Tampoco deberá dividirse cada clase en un Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,449,CANONICO,Module,# 28. Module Granularity
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,465,CANONICO,Module,# 29. Module Manifest
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,467,CANONICO,Module,Todo Module deberá disponer de metadata suficiente para Runtime.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,475,CANONICO,Module,ENG-028 define la semántica específica de los campos de Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,479,CANONICO,Module,# 31. Recommended Module Manifest
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,485,CANONICO,Module,type: module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,527,CANONICO,Module,# 33. Module Manifest Type
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,532,CANONICO,Module,type: module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,541,CANONICO,Module,El Module deberá disponer de una forma gobernada de localizar su punto de integración Runtime.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,547,CANONICO,Module,El Entrypoint no deberá convertirse en objeto que implemente toda la lógica del Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,567,CANONICO,Module,# 38. Module Contract
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,577,CANONICO,Module,# 39. Minimal Module Contract
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,597,CANONICO,Module,ENG-028 define cómo participa el Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,601,CANONICO,Module,# 41. Module Lifecycle
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,625,CANONICO,Module,Discovery identifica que el Module existe.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,631,CANONICO,Module,Validation determina si el Module puede participar válidamente en Runtime.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,637,CANONICO,Module,Initialization prepara el Module.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,655,CANONICO,Module,Descubrir un Module no deberá iniciar procesos de negocio.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,661,CANONICO,Module,"Cuando sea técnicamente posible, Runtime deberá validar Manifest antes de ejecutar código del Module."
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,665,CANONICO,Module,# 49. Module Discovery Sources
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,690,CANONICO,Module,# 52. Duplicate Module ID
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,696,CANONICO,Module,# 53. Module Dependencies
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,698,CANONICO,Module,Un Module podrá depender de otros Modules únicamente cuando exista razón arquitectónica explícita.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,702,CANONICO,Module,# 54. Module Dependency Declaration
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,716,CANONICO,Module,"Cuando el Module solo necesita una capacidad publicada, deberá favorecer dependencia mediante Contract:"
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,730,CANONICO,Module,# 56. Direct Module Dependency
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,732,CANONICO,Module,"Será apropiada cuando se requiera semántica del Module completo, Lifecycle u otra relación explícita."
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,736,CANONICO,Module,# 57. Module Coupling
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,772,CANONICO,Module,# 63. Module Graph
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,777,CANONICO,Module,Module Graph
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,782,CANONICO,Module,# 64. Module Graph Authority
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,792,CANONICO,Module,Un Module deberá declarar Contracts externos obligatorios cuando corresponda.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,828,CANONICO,Module,Un Module puede proporcionar una Implementation sin ser Owner del Contract.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,838,CANONICO,Module,module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,862,CANONICO,Module,# 73. Module Capabilities
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,864,CANONICO,Module,Un Module podrá declarar Capabilities.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,870,CANONICO,Module,"En ENG-028, `Capability` representará una **capacidad arquitectónica que el Module puede proporcionar o requerir**."
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,908,CANONICO,Module,Un Module podrá declarar:
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,944,CANONICO,Module,# 82. Module Permissions
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,946,CANONICO,Module,Un Module podrá declarar Permissions necesarias.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,964,CANONICO,Module,ENG-027/ENG-024 deberán decidir si el Module puede activarse.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,970,CANONICO,Module,Cada Module deberá recibir un Context limitado y gobernado.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,986,CANONICO,Module,├── module identity
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1017,CANONICO,Module,El Module debería recibir su Configuration relevante.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1035,CANONICO,Module,Un Module no deberá leer Configuration privada de otro sin autorización.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1041,CANONICO,Module,El Module deberá recibir dependencias principalmente mediante DI.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1047,CANONICO,Module,Un Module que solo publica Events debería recibir:
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1097,CANONICO,Module,# 100. Module Initialization
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1129,CANONICO,Module,# 104. Module Activation
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1167,CANONICO,Module,Un Module no deberá procesar Workload antes de Active.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1192,CANONICO,Module,connections owned by module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1201,CANONICO,Module,ENG-027 determinará orden según Module Graph.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1217,CANONICO,Module,# 114. Module Resources
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1219,CANONICO,Module,Un Module deberá poseer claramente los recursos que crea.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1235,CANONICO,Module,# 117. Module Scope
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1240,CANONICO,Module,Module Scope
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1245,CANONICO,Module,# 118. Module Scope Lifetime
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1247,CANONICO,Module,Deberá alinearse con Module Lifecycle.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1251,CANONICO,Module,# 119. Module Scope Disposal
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1253,CANONICO,Module,Al detener Module deberán liberarse Services exclusivos de su Scope.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1271,CANONICO,Module,No deberá publicarse una clase concreta únicamente para permitir cross-module access.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1277,CANONICO,Module,Un Module podrá poseer Provider responsable de Definitions.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1281,CANONICO,Module,# 124. Module Provider
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1306,CANONICO,Module,# 126. Provider ≠ Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1311,CANONICO,Module,Module
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1322,CANONICO,Module,Un Module podrá poseer varios Providers cuando exista necesidad.
MEF-V3-DIC-0122,Module,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,1334,CANONICO,Module,ENG-020 deberá registrar Module metadata.
